key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
3549,16054,"Woodworking","RecipeLevelTable#290","Eastern Teahouse Bench",1,"Zelkova Lumber",3,"Palladium Nugget",2,"Chimerical Felt",4,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",6,"Ice Crystal",5,"Aspect: None",1056,False,180,50,100,0,0,0,0,0,"",False,False,True,"","",False,False,0
3550,16791,"Alchemy","RecipeLevelTable#136","Topiary Carbuncle",1,"Shrub Seedling",3,"Birch Branch",5,"Growth Formula Epsilon",3,"",0,"",0,"",0,"",0,"",0,"Water Crystal",4,"Lightning Crystal",4,"Aspect: None",1062,False,180,50,100,0,0,0,0,0,"",False,False,True,"","",False,False,0
3551,15190,"Cooking","RecipeLevelTable#285","Doman Tea",3,"Persimmon",1,"Cinnamon",1,"Jhammel Ginger",1,"Crescent Spring Water",1,"Beet Sugar",1,"",0,"",0,"",0,"Fire Crystal",5,"Water Crystal",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3552,15165,"Cooking","RecipeLevelTable#260","Loquat Juice",3,"Loquat",3,"Heavens Lemon",1,"Honey",1,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",3,"Water Crystal",2,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3553,15169,"Cooking","RecipeLevelTable#265","Buckwheat Tea",3,"Buckwheat Kernels",3,"Gyr Abanian Mineral Water",1,"Thanalan Tea Leaves",1,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",3,"Water Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3554,15164,"Cooking","RecipeLevelTable#260","Baklava",3,"Gyr Abanian Flour",1,"Gagana Egg",1,"Buffalo Milk",1,"Almonds",1,"Gridanian Walnut",1,"Honey",1,"",0,"",0,"Fire Crystal",3,"Water Crystal",2,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3555,15198,"Cooking","RecipeLevelTable#300","Jellied Compote",3,"Loquat",1,"Persimmon",1,"Othardian Plum",1,"Gelatin",1,"Beet Sugar",1,"Dusklight Aethersand",1,"",0,"",0,"Fire Cluster",2,"Water Cluster",1,"Aspect: None",0,True,100,100,100,0,1100,1080,1320,0,"",True,True,True,"","",False,False,0
3556,15187,"Cooking","RecipeLevelTable#282","Persimmon Pudding",3,"Persimmon",1,"Gyr Abanian Flour",1,"Gagana Egg",1,"Nutmeg",1,"Beet Sugar",1,"Steppe Milk",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3557,15193,"Cooking","RecipeLevelTable#288","Chirashi-zushi",3,"Koshu Sticky Rice",1,"Rice Vinegar",1,"Shiitake Mushroom",1,"Lotus Root",1,"Yanxian Tiger Prawn",1,"Gagana Egg",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",5,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3558,15197,"Cooking","RecipeLevelTable#300","Persimmon Leaf Sushi",3,"Koshu Sticky Rice",1,"Rice Vinegar",1,"Persimmon Leaf",1,"Ivory Sole",1,"Motley Beakfish",1,"Dusklight Aethersand",1,"",0,"",0,"Fire Cluster",2,"Water Cluster",1,"Aspect: None",0,True,100,100,100,0,1100,1080,1320,0,"",True,True,True,"","",False,False,0
3559,15171,"Cooking","RecipeLevelTable#270","Popoto Soba",3,"Buckwheat Kernels",1,"Fish Stock",1,"Oriental Soy Sauce",1,"Mountain Popoto",1,"Gagana Egg",1,"Ama Nori",1,"",0,"",0,"Fire Crystal",4,"Water Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3560,15178,"Cooking","RecipeLevelTable#276","Shorlog",3,"Dzo Chuck",1,"Paprika",1,"Cumin Seeds",1,"Black Pepper",1,"Algae Salt",1,"",0,"",0,"",0,"Fire Crystal",4,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3561,15191,"Cooking","RecipeLevelTable#288","Jerked Jhammel",3,"Jhammel Haunch",1,"Ala Mhigan Salt Crystal",1,"Cumin Seeds",1,"Black Pepper",1,"Dragon Pepper",1,"Highland Oregano",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",5,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3562,15185,"Cooking","RecipeLevelTable#282","Egg Foo Young",3,"Gagana Egg",1,"Carpenter Crab",1,"Kudzu Root",1,"Shiitake Mushroom",1,"Bamboo Shoot",1,"Fish Stock",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3563,15188,"Cooking","RecipeLevelTable#285","Onigara-yaki",3,"Spiny Lobster",1,"Oriental Soy Sauce",1,"Cooking Sake",1,"Oriental Miso Paste",1,"",0,"",0,"",0,"",0,"Fire Crystal",5,"Water Crystal",5,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3564,15172,"Cooking","RecipeLevelTable#270","Grilled Turban",3,"Horned Turban",1,"Oriental Soy Sauce",1,"Cooking Sake",1,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",4,"Water Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3565,15189,"Cooking","RecipeLevelTable#285","Boiled Amberjack Head",3,"Amberjack",1,"Daikon Radish",1,"Oriental Soy Sauce",1,"Ruby Tide Kelp",1,"Jhammel Ginger",1,"Beet Sugar",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",5,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3566,15195,"Cooking","RecipeLevelTable#290","Steamed Grouper",3,"Zekki Grouper",1,"Oriental Soy Sauce",1,"Cottonseed Oil",1,"Cooking Sake",1,"Jhammel Ginger",1,"Green Leek",1,"",0,"",0,"Fire Crystal",6,"Water Crystal",5,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3567,15179,"Cooking","RecipeLevelTable#276","Sweet and Sour Frogs' Legs",3,"Steppe Bullfrog",1,"Gyr Abanian Flour",1,"Cottonseed Oil",1,"Kudzu Root",1,"Rice Vinegar",1,"Beet Sugar",1,"",0,"",0,"Fire Crystal",4,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3568,15181,"Cooking","RecipeLevelTable#279","Tempura Platter",3,"Gyr Abanian Flour",1,"Gagana Egg",1,"Cottonseed Oil",1,"Yanxian Tiger Prawn",1,"Swordtip",1,"Lotus Root",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3569,15194,"Cooking","RecipeLevelTable#290","Stewed River Bream",3,"River Bream",1,"Ala Mhigan Salt Crystal",1,"Cottonseed Oil",1,"Kudzu Root",1,"Sun Cabbage",1,"Doman Eggplant",1,"",0,"",0,"Fire Crystal",6,"Water Crystal",5,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3570,15167,"Cooking","RecipeLevelTable#265","Charred Charr",3,"Heather Charr",1,"Algae Salt",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",3,"Water Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3571,15192,"Cooking","RecipeLevelTable#288","Miso Dengaku",3,"Firm Tofu",1,"Doman Eggplant",1,"Daikon Radish",1,"Oriental Miso Paste",1,"Beet Sugar",1,"Cooking Sake",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",5,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3572,15196,"Cooking","RecipeLevelTable#290","Jhammel Moussaka",3,"Doman Eggplant",1,"Ramhorn Zucchini",1,"Mountain Popoto",1,"Jhammel Haunch",1,"Gyr Abanian Flour",1,"Steppe Milk",1,"",0,"",0,"Fire Crystal",6,"Water Crystal",5,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3573,15180,"Cooking","RecipeLevelTable#276","Gameni",3,"Hornbill Tenderloin",1,"Bamboo Shoot",1,"Lotus Root",1,"Shiitake Mushroom",1,"Gyr Abanian Carrot",1,"Oriental Soy Sauce",1,"",0,"",0,"Fire Crystal",4,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3574,15182,"Cooking","RecipeLevelTable#279","Steppe Salad",3,"Gyr Abanian Carrot",1,"Daikon Radish",1,"Lotus Root",1,"Rice Vinegar",1,"Cottonseed Oil",1,"Algae Salt",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",4,"Aspect: None",0,True,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3575,15175,"Cooking","RecipeLevelTable#273","Crab Croquette",3,"Gyr Abanian Flour",1,"Firm Tofu",1,"Gauntlet Crab",1,"Mountain Popoto",1,"Cyclops Onion",1,"Cottonseed Oil",1,"",0,"",0,"Fire Crystal",4,"Water Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3576,15176,"Cooking","RecipeLevelTable#273","Miso Soup with Tofu",3,"Oriental Miso Paste",1,"Fish Stock",1,"Firm Tofu",1,"Green Leek",1,"Crescent Spring Water",1,"",0,"",0,"",0,"Fire Crystal",4,"Water Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3577,15186,"Cooking","RecipeLevelTable#282","Fish Stew",3,"River Clam",1,"Corpse-eater",1,"Mountain Popoto",1,"Green Leek",1,"Algae Salt",1,"Crescent Spring Water",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3578,15184,"Cooking","RecipeLevelTable#279","Warrior's Stew",3,"Dzo Chuck",1,"Mountain Popoto",1,"Gyr Abanian Carrot",1,"Sun Cabbage",1,"Fennel",1,"Algae Salt",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3579,15168,"Cooking","RecipeLevelTable#265","Kasha",3,"Buckwheat Kernels",1,"Bouillon Cube",1,"Cyclops Onion",1,"Mist Dill",1,"Gagana Egg",1,"",0,"",0,"",0,"Fire Crystal",3,"Water Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3580,15183,"Cooking","RecipeLevelTable#279","Nomad Meat Pie",3,"Dzo Chuck",1,"Gyr Abanian Flour",1,"Sun Cabbage",1,"Cyclops Onion",1,"Oriental Soy Sauce",1,"Algae Salt",1,"",0,"",0,"Fire Crystal",5,"Water Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3581,15163,"Cooking","RecipeLevelTable#255","Gyr Abanian Flour",3,"Gyr Abanian Wheat",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",7,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3582,15173,"Cooking","RecipeLevelTable#273","Firm Tofu",3,"Soybeans",3,"Nigari",1,"Crescent Spring Water",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",7,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3583,15177,"Cooking","RecipeLevelTable#276","Rice Vinegar",3,"Koshu Sticky Rice",2,"Sticky Rice",2,"Crescent Spring Water",1,"",0,"",0,"",0,"",0,"",0,"Fire Shard",7,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3584,15174,"Cooking","RecipeLevelTable#273","Beet Sugar",3,"Sugar Beet",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",7,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3585,15170,"Cooking","RecipeLevelTable#270","Cottonseed Oil",3,"Ruby Cotton Boll",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",7,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3586,15166,"Cooking","RecipeLevelTable#265","Algae Salt",3,"Gem Algae",5,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Shard",7,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3587,16467,"Alchemy","RecipeLevelTable#273","Competent Craftsman's Tea",3,"Crescent Spring Water",1,"Dzo Horn",1,"Kudzu Root",2,"Cumin Seeds",1,"",0,"",0,"",0,"",0,"Water Crystal",4,"Lightning Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3588,16470,"Alchemy","RecipeLevelTable#276","Commanding Craftsman's Tea",3,"Crescent Spring Water",1,"Dzo Horn",1,"Persimmon Leaf",2,"Cumin Seeds",1,"",0,"",0,"",0,"",0,"Water Crystal",4,"Lightning Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3589,16493,"Alchemy","RecipeLevelTable#282","Cunning Craftsman's Tea",3,"Crescent Spring Water",1,"Gazelle Horn",1,"Windtea Leaves",2,"Fennel",1,"",0,"",0,"",0,"",0,"Water Crystal",5,"Lightning Crystal",4,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3590,16459,"Alchemy","RecipeLevelTable#265","Potent Spiritbond Potion",3,"Gyr Abanian Mineral Water",1,"Muud Suud Horn",2,"Loquat",1,"Sugar Beet",1,"",0,"",0,"",0,"",0,"Water Crystal",3,"Lightning Crystal",3,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3591,16501,"Alchemy","RecipeLevelTable#290","Infusion of Strength",3,"Crescent Spring Water",1,"Ala Mhigan Salt Crystal",1,"Yanxian Parsley",2,"Dusklight Aethersand",1,"",0,"",0,"",0,"",0,"Water Cluster",2,"Lightning Cluster",1,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3592,16502,"Alchemy","RecipeLevelTable#290","Infusion of Dexterity",3,"Crescent Spring Water",1,"Ala Mhigan Salt Crystal",1,"Alyssum",2,"Dusklight Aethersand",1,"",0,"",0,"",0,"",0,"Water Cluster",2,"Lightning Cluster",1,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3593,16497,"Alchemy","RecipeLevelTable#288","Infusion of Vitality",3,"Crescent Spring Water",1,"Ala Mhigan Salt Crystal",1,"Nagxian Cudweed",2,"Dusklight Aethersand",1,"",0,"",0,"",0,"",0,"Water Cluster",2,"Lightning Cluster",1,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3594,16503,"Alchemy","RecipeLevelTable#290","Infusion of Intelligence",3,"Crescent Spring Water",1,"Ala Mhigan Salt Crystal",1,"Chickweed",2,"Dusklight Aethersand",1,"",0,"",0,"",0,"",0,"Water Cluster",2,"Lightning Cluster",1,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3595,16498,"Alchemy","RecipeLevelTable#288","Infusion of Mind",3,"Crescent Spring Water",1,"Ala Mhigan Salt Crystal",1,"Nipplewort",2,"Dusklight Aethersand",1,"",0,"",0,"",0,"",0,"Water Cluster",2,"Lightning Cluster",1,"Aspect: None",0,False,100,100,100,0,0,0,0,0,"",True,True,True,"","",False,False,0
3596,16460,"Alchemy","RecipeLevelTable#270","Grade 1 Reisui of Strength",3,"Gyr Abanian Mineral Water",1,"Holy Basil",2,"Rue",2,"Diatomite",1,"",0,"",0,"",0,"",0,"Water Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3597,16461,"Alchemy","RecipeLevelTable#270","Grade 1 Reisui of Dexterity",3,"Gyr Abanian Mineral Water",1,"Holy Basil",2,"Coneflower",2,"Diatomite",1,"",0,"",0,"",0,"",0,"Water Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3598,16462,"Alchemy","RecipeLevelTable#270","Grade 1 Reisui of Vitality",3,"Gyr Abanian Mineral Water",1,"Holy Basil",2,"Cow Bitter",2,"Diatomite",1,"",0,"",0,"",0,"",0,"Water Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3599,16463,"Alchemy","RecipeLevelTable#270","Grade 1 Reisui of Intelligence",3,"Gyr Abanian Mineral Water",1,"Holy Basil",2,"Coriander",2,"Diatomite",1,"",0,"",0,"",0,"",0,"Water Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3600,16464,"Alchemy","RecipeLevelTable#270","Grade 1 Reisui of Mind",3,"Gyr Abanian Mineral Water",1,"Holy Basil",2,"Dandelion",2,"Diatomite",1,"",0,"",0,"",0,"",0,"Water Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3601,16454,"Alchemy","RecipeLevelTable#255","Enchanted Koppranickel Ink",1,"Koppranickel Sand",3,"Moth Scales",1,"Deepeye Tears",1,"",0,"",0,"",0,"",0,"",0,"Water Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3602,16465,"Alchemy","RecipeLevelTable#273","Enchanted Durium Ink",1,"Durium Sand",3,"Cottonseed Oil",1,"Gyr Abanian Mineral Water",1,"",0,"",0,"",0,"",0,"",0,"Water Crystal",4,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3603,16494,"Alchemy","RecipeLevelTable#285","Enchanted Palladium Ink",1,"Palladium Sand",3,"Pine Resin",1,"Crescent Spring Water",1,"",0,"",0,"",0,"",0,"",0,"Water Crystal",5,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3604,16453,"Alchemy","RecipeLevelTable#255","Growth Formula Eta",1,"Nigari",1,"Moth Scales",2,"Birch Sap",1,"",0,"",0,"",0,"",0,"",0,"Water Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3605,16471,"Alchemy","RecipeLevelTable#279","Growth Formula Theta",1,"Windtea Leaves",3,"Persimmon Tannin",1,"Perlite",1,"",0,"",0,"",0,"",0,"",0,"Water Crystal",5,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3606,16466,"Alchemy","RecipeLevelTable#273","Beetle Glue",1,"Rhino Beetle Carapace",2,"Pine Resin",1,"Moth Scales",1,"",0,"",0,"",0,"",0,"",0,"Water Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3607,16472,"Alchemy","RecipeLevelTable#279","Persimmon Tannin",3,"Persimmon",5,"Crescent Spring Water",1,"",0,"",0,"",0,"",0,"",0,"",0,"Water Crystal",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3608,15609,"Woodworking","RecipeLevelTable#255","Beech Lumber",1,"Beech Log",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",3,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3609,15616,"Woodworking","RecipeLevelTable#265","Larch Lumber",1,"Larch Log",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",3,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3610,15626,"Woodworking","RecipeLevelTable#273","Pine Lumber",1,"Pine Log",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3611,15633,"Woodworking","RecipeLevelTable#279","Persimmon Lumber",1,"Persimmon Log",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3612,15644,"Woodworking","RecipeLevelTable#285","Zelkova Lumber",1,"Zelkova Log",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3613,14243,"Goldsmithing","RecipeLevelTable#255","Koppranickel Nugget",1,"Koppranickel Sand",4,"Copper Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3614,10335,"Smithing","RecipeLevelTable#255","High Steel Nugget",1,"Koppranickel Sand",4,"Iron Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",3,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3615,11139,"Armorcraft","RecipeLevelTable#255","High Steel Nugget",1,"Koppranickel Sand",4,"Iron Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Crystal",3,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3616,14274,"Goldsmithing","RecipeLevelTable#265","Koppranickel Ingot",1,"Koppranickel Ore",4,"Koppranickel Nugget",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3617,10350,"Smithing","RecipeLevelTable#265","High Steel Ingot",1,"Koppranickel Ore",4,"High Steel Nugget",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",3,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3618,11149,"Armorcraft","RecipeLevelTable#265","High Steel Ingot",1,"Koppranickel Ore",4,"High Steel Nugget",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Crystal",3,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3619,14300,"Goldsmithing","RecipeLevelTable#273","Durium Nugget",1,"Durium Sand",4,"Silver Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",4,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3620,10366,"Smithing","RecipeLevelTable#273","Oroshigane Ingot",1,"Doman Iron Ore",4,"Iron Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3621,11161,"Armorcraft","RecipeLevelTable#273","Oroshigane Ingot",1,"Doman Iron Ore",4,"Iron Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Crystal",4,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3622,14329,"Goldsmithing","RecipeLevelTable#279","Durium Ingot",1,"Durium Ore",4,"Durium Nugget",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3623,10389,"Smithing","RecipeLevelTable#279","Tama-hagane Ingot",1,"Doman Iron Sand",4,"Oroshigane Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3624,11173,"Armorcraft","RecipeLevelTable#279","Tama-hagane Ingot",1,"Doman Iron Sand",4,"Oroshigane Ingot",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Crystal",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3625,14355,"Goldsmithing","RecipeLevelTable#285","Palladium Nugget",1,"Palladium Sand",4,"Electrum Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3626,10412,"Smithing","RecipeLevelTable#285","Molybdenum Ingot",1,"Molybdenum Ore",4,"Cobalt Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Fire Crystal",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3627,11189,"Armorcraft","RecipeLevelTable#285","Molybdenum Ingot",1,"Molybdenum Ore",4,"Cobalt Ore",1,"",0,"",0,"",0,"",0,"",0,"",0,"Ice Crystal",5,,0,"Aspect: None",0,False,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3628,14242,"Goldsmithing","RecipeLevelTable#255","Triphane",1,"Raw Triphane",3,"Stiperstone",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3629,14273,"Goldsmithing","RecipeLevelTable#265","Kyanite",1,"Raw Kyanite",3,"Stiperstone",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3630,14299,"Goldsmithing","RecipeLevelTable#273","Star Spinel",1,"Raw Star Spinel",3,"Stiperstone",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",4,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3631,14328,"Goldsmithing","RecipeLevelTable#279","Azurite",1,"Raw Azurite",3,"Stiperstone",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3632,14354,"Goldsmithing","RecipeLevelTable#285","Imperial Jade",1,"Raw Imperial Jade",3,"Stiperstone",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",5,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3633,14390,"Goldsmithing","RecipeLevelTable#290","Rhodonite",1,"Raw Rhodonite",3,"Stiperstone",1,"",0,"",0,"",0,"",0,"",0,"",0,"Wind Crystal",6,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3634,13119,"Clothcraft","RecipeLevelTable#255","Bloodhempen Cloth",1,"Bloodhempen Yarn",3,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
3635,13120,"Clothcraft","RecipeLevelTable#255","Bloodhempen Yarn",1,"Bloodhemp",4,"",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",3,,0,"Aspect: None",0,True,50,100,50,0,0,0,0,0,"",True,True,True,"","",False,False,0
